,Unnamed: 0,size,isEmpty,peek_obj_type,size_p,isEmpty_p,peek_obj_type_p,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
11,18,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",3,"['3', '35', '46']",2,"['30', '39']",3,"['3', '35', '46']"
12,19,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,26,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '38', '40', '41', '44', '45', '47']",0,
13,27,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,4,"['8', '30', '33', '38']",0,
14,28,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,9,"['3', '10', '16', '34', '35', '39', '42', '46', '47']",0,
15,32,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",3,"['3', '35', '46']",1,['39'],3,"['3', '35', '46']"
16,33,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,25,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '38', '40', '41', '44', '45']",0,
17,35,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""",0,,4,"['8', '30', '33', '38']",0,
18,36,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,26,"['0', '1', '2', '4', '5', '6', '10', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45', '47']",0,
19,38,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,2,"['33', '38']",0,
20,39,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.double""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,2,"['10', '16']",0,
21,40,"size == ""5.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""",0,,2,"['8', '30']",0,
22,41,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,25,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45', '47']",0,
23,47,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,6,"['8', '30', '33', '38', '42', '47']",0,
24,76,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""",0,,4,"['8', '30', '33', '38']",0,
25,80,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.byte""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",3,"['3', '35', '46']",1,['39'],3,"['3', '35', '46']"
26,81,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""",0,,2,"['33', '38']",0,
27,82,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,25,"['0', '1', '2', '4', '5', '6', '10', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
28,93,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""",0,,25,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '38', '40', '41', '44', '45']",0,
29,98,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.short""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",3,"['3', '35', '46']",1,['39'],3,"['3', '35', '46']"
30,99,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""",0,,2,"['33', '38']",0,
31,100,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,2,"['10', '16']",0,
32,101,"size == ""5.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,0,,0,
33,102,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,24,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
34,138,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""",0,,2,"['33', '38']",0,
35,139,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,25,"['0', '1', '2', '4', '5', '6', '10', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
36,146,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,0,,0,
37,147,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,4,"['8', '10', '16', '30']",0,
38,148,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,25,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45', '47']",0,
39,155,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.boolean""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""",0,,2,"['33', '38']",0,
40,156,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""",0,,25,"['0', '1', '2', '4', '5', '6', '10', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
41,169,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.short""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,7,"['3', '10', '16', '34', '35', '39', '46']",0,
42,170,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""",0,,25,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '38', '40', '41', '44', '45']",0,
43,216,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.byte""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""",0,,2,"['33', '38']",0,
44,217,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""",0,,25,"['0', '1', '2', '4', '5', '6', '10', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
45,281,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,24,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
46,290,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.double""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""",0,,2,"['33', '38']",0,
47,291,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""",0,,2,"['10', '16']",0,
48,356,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.long""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""",0,,7,"['3', '10', '16', '34', '35', '39', '46']",0,
49,424,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,7,"['3', '10', '16', '34', '35', '39', '46']",0,
50,426,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,6,"['8', '10', '16', '30', '42', '47']",0,
51,427,"size == ""5.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,4,"['8', '30', '42', '47']",0,
52,454,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.double""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,0,,0,
53,455,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""",0,,25,"['0', '1', '2', '4', '5', '6', '10', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
54,498,"size == ""5.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,2,"['42', '47']",0,
55,499,"size == ""6.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,2,"['8', '30']",0,
56,500,"size == ""5.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,2,"['42', '47']",0,
57,501,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,24,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
58,512,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,11,"['3', '8', '10', '16', '30', '34', '35', '39', '42', '46', '47']",0,
59,550,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.long""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,7,"['3', '10', '16', '34', '35', '39', '46']",0,
60,572,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.long""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""",0,,2,"['10', '16']",0,
61,573,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.boolean""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""",0,,0,,0,
62,582,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""",0,,2,"['10', '16']",0,
63,620,"size == ""5.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,2,"['8', '30']",0,
64,621,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,2,"['42', '47']",0,
65,890,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.long""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,9,"['3', '10', '16', '34', '35', '39', '42', '46', '47']",0,
66,922,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.long""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""",0,,2,"['33', '38']",0,
67,923,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.string""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""",0,,7,"['3', '10', '16', '34', '35', '39', '46']",0,
68,991,"size == ""5.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.boolean""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,0,,0,
69,992,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""",0,,0,,0,
70,1107,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""",0,,24,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
71,1139,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.byte""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,7,"['3', '10', '16', '34', '35', '39', '46']",0,
72,1140,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""",0,,4,"['8', '30', '33', '38']",0,
73,1141,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.byte""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,9,"['3', '10', '16', '34', '35', '39', '42', '46', '47']",0,
74,1238,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.short""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,4,"['33', '38', '42', '47']",0,
75,1239,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""",0,,4,"['8', '10', '16', '30']",0,
76,1240,"size == ""5.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,2,"['42', '47']",0,
77,1286,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,2,"['33', '38']",0,
78,1287,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,7,"['3', '10', '16', '34', '35', '39', '46']",0,
79,1338,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""",0,,2,"['33', '38']",0,
80,1339,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.long""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,7,"['3', '10', '16', '34', '35', '39', '46']",0,
81,1367,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""",0,,4,"['8', '10', '16', '30']",0,
82,1514,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.short""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,2,"['42', '47']",0,
83,1515,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""",0,,9,"['3', '8', '10', '16', '30', '34', '35', '39', '46']",0,
84,1548,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,4,"['10', '16', '42', '47']",0,
85,1549,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,2,"['8', '30']",0,
86,1633,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,4,"['8', '30', '42', '47']",0,
87,1634,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.string""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,9,"['3', '10', '16', '34', '35', '39', '42', '46', '47']",0,
88,1696,"size == ""6.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,2,"['42', '47']",0,
89,1697,"size == ""5.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,2,"['8', '30']",0,
90,1733,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,2,"['33', '38']",0,
91,1783,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.long""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,2,"['33', '38']",0,
92,1784,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""",0,,25,"['0', '1', '2', '4', '5', '6', '10', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
93,1806,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.long""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,2,"['10', '16']",0,
94,1807,"size == ""5.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""",0,,2,"['8', '30']",0,
95,1879,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.double""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""",0,,2,"['42', '47']",0,
96,1880,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.short""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""",0,,7,"['3', '10', '16', '34', '35', '39', '46']",0,
97,2073,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""",0,,25,"['0', '1', '2', '4', '5', '6', '10', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
98,2110,"size == ""2.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.boolean""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""",3,"['3', '35', '46']",1,['39'],3,"['3', '35', '46']"
99,2111,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""",0,,25,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '38', '40', '41', '44', '45']",0,
100,2150,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.byte""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""",0,,2,"['10', '16']",0,
101,2151,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""",0,,24,"['0', '1', '2', '4', '5', '6', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
102,2284,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class experiment.drivers.alejastacktestdriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""",0,,4,"['8', '30', '33', '38']",0,
103,2325,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.string""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,2,"['33', '38']",0,
104,2326,"size == ""0.0""","isEmpty == ""true""","peek_obj_type == ""emptyobject""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""",0,,25,"['0', '1', '2', '4', '5', '6', '10', '12', '13', '14', '15', '19', '20', '21', '22', '23', '24', '31', '32', '36', '37', '40', '41', '44', '45']",0,
105,2529,"size == ""4.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.float""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""",0,,2,"['10', '16']",0,
106,2530,"size == ""3.0""","isEmpty == ""false""","peek_obj_type == ""class java.lang.short""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""",0,,0,,0,
