,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
387,"isEmpty == ""false""","peek == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
391,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@419a20a6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
403,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1ddae9b5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
404,"isEmpty == ""false""","peek == ""10""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
407,"isEmpty == ""false""","peek == ""10.0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
408,"isEmpty == ""false""","peek == ""10""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
425,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@24bdb479""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
445,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@427b5f92""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
448,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e3f95fe""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
476,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a66a204""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
511,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5860f3d7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
529,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@42f3156d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
535,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1d7f7be7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
580,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@34a1d21f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
581,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58bf8650""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
592,"isEmpty == ""true""","peek == ""EmptyObject""","calledMethod == ""pop""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
599,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73c60324""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
617,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4e517165""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
622,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2cb3d0f7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
627,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f0ca692""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
632,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4e517165""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
638,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@44e3760b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
640,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c104774""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
643,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f0ca692""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
653,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@44e3760b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
671,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@71ae31b0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
679,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4ba534b0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
701,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@16f7b4af""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
708,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3fc9dfc5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
725,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@40258c2f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
726,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7adf16aa""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
745,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2cac4385""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
746,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6731787b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
752,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6731787b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
766,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4275c20c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
767,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c56e013""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
773,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c56e013""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
775,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c56e013""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
794,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4275c20c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
811,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c56e013""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
828,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@77602954""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
830,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e260766""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
832,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@34a97744""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
841,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e260766""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
876,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c3dec30""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
909,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64df9a61""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
924,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@38f57b3d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
933,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ef0d29e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
946,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@51850751""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
954,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3ce3db41""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
961,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@376a312c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
972,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ca0256d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
977,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1de5f0ef""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
979,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@376a312c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
1010,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58e6d4b8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1018,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@28d6290""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1019,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58e6d4b8""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1026,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63192798""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1032,"isEmpty == ""false""","peek == ""nan""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
1042,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@50eca7c6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
1052,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e8f7922""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
1054,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e8f7922""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1055,"isEmpty == ""false""","peek == ""1.0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
1058,"isEmpty == ""false""","peek == ""class java.lang.String""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1067,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e8f7922""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1072,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63192798""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1079,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b491fee""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1120,"isEmpty == ""false""","peek == ""-1.0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1121,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c55f277""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1122,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ddabb18""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1130,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f1c5af9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
1150,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1bc715b8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1158,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@470a696f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1161,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@292d1c71""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1178,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@277f7dd3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1181,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2364305a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1191,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6c8bca63""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1198,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2364305a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1222,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@69637b10""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
1235,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@71984c3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1236,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@165b2f7f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1250,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@165b2f7f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
1252,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5536379e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1276,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2756c0a7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1288,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2756c0a7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1301,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@773cbf4f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1309,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b54655f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1310,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@665e9289""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1312,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f603e89""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1322,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d3430a7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1323,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@350ec41e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1324,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d3430a7""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1354,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b080f3a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1365,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@42a9e5d1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1390,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@83298d7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1392,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@83298d7""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1401,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c51bb7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1410,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@426b6a74""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1436,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@878452d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1438,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@878452d""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1452,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@773f7880""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1477,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6d24ffa1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
1490,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2e54db99""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1491,"isEmpty == ""false""","peek == ""class java.lang.Object""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
