,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
269,"isEmpty == ""false""","peek == ""1.0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
271,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c3820bb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
275,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@69d23296""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
276,"isEmpty == ""false""","peek == ""true""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
277,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@69d23296""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
284,"isEmpty == ""true""","peek == ""EmptyObject""","calledMethod == ""clear""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
295,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@216e9ca3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
299,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d78f3d5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
301,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b4eced1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
303,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b4eced1""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
304,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75120e58""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
308,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a4b5ce3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
310,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a4b5ce3""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
327,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f5b6e78""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
331,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@71926a36""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
333,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@216e9ca3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
341,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75120e58""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
348,"isEmpty == ""false""","peek == ""a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
349,"isEmpty == ""false""","peek == ""1.0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
352,"isEmpty == ""true""","peek == ""EmptyObject""","calledMethod == ""pop""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
361,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@806996""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
363,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@806996""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
364,"isEmpty == ""false""","peek == ""false""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
365,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@257e0827""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
371,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70211df5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
382,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@697a34af""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
384,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@697a34af""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
386,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c5228e7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
394,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78b612c6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
400,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@48976e6d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
404,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1a6dc589""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
405,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@38e7ed69""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
406,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@22752544""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
407,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@38e7ed69""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
415,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7f6874f2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
419,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2a367e93""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
421,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2a367e93""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
430,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63dfada0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
432,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f231ced""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
436,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63d4f0a2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
445,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63d4f0a2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
450,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@35a60674""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
452,"isEmpty == ""false""","peek == ""-1.0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
453,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63d4f0a2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
461,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@54db056b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
465,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@d5af0a5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
467,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5981f4a6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
493,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5a75ec37""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
499,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2687725a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
501,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33956d1a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
506,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c05ff9d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
508,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33956d1a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
531,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@40e32762""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
533,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5a8ab2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
553,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f50b680""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
557,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2e1ddc90""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
559,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b7c8930""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
564,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58867cd5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
575,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58f437b0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
578,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20f6f88c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
586,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4277127c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
591,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c7e978c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
609,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5875de6a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
618,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@354e7004""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
620,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@22ebccb9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
622,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@608fe01f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
629,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26c89563""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
636,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20d87335""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
638,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2a8a4e0c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
640,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2a8a4e0c""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
654,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@57cb70be""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
656,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2d4608a6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
658,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3bd6ba24""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
692,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1fdca564""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
704,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@235d29d6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
713,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a96d56c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
719,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@43f9dd56""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
727,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1d12e953""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
731,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ab4a5b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
732,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1d12e953""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
736,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2abe9173""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
738,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2abe9173""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
746,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@44ed0a8f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
748,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@32177fa5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
757,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f03fba0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
759,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f03fba0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
761,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3791f50e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
767,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@358ab600""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
776,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@9b9a327""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
781,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64aad809""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
782,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17dd671f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
786,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75a0c890""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
788,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75a0c890""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
790,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e26af6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
800,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1886991b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
813,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3bbf6abe""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
815,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@9679750""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
817,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@9679750""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
820,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@44065156""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
841,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@574b7f4a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
858,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7f1ef916""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
862,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@65f651eb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
869,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7f1ef916""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
873,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c441290""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
875,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c78e551""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
