,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
368,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@540b0448""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
378,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@661c46bc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
380,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b98b3bb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
390,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7308ffff""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
405,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7308ffff""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
415,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@537c8c7e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
419,"isEmpty == ""false""","peek == ""class java.lang.Short""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
431,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@537c8c7e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
433,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6601cc93""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
442,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@557eb543""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
452,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@50a691d3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
457,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@557eb543""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
464,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b95d13c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
465,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3730ab42""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
466,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b95d13c""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
469,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@23940f86""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
472,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@66153688""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
476,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@455824ad""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
481,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@455824ad""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
517,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@66153688""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
525,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@23940f86""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
544,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7318daf8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
545,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70f31322""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
546,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7318daf8""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
547,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f1ddac2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
552,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70f31322""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
569,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@552ed807""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
587,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3971f0fe""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
594,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3971f0fe""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
614,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c84195""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
641,"isEmpty == ""false""","peek == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
646,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6da9dc6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
656,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@12010fd1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
670,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7fd69dd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
672,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c84195""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
677,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@134c370e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
688,"isEmpty == ""false""","peek == ""100.0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
701,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2216effc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
713,"isEmpty == ""false""","peek == ""1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
715,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@745c2004""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
722,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33364212""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
734,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6e8a9c30""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
749,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@39651a82""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
756,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5d01ea21""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
759,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6be7bf6d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
765,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70211e49""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
767,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@39651a82""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
785,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b46dd8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
786,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@39651a82""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
803,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6c1832aa""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
816,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6c1832aa""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
823,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@31e04b13""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
826,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4beeb0e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
836,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@31e04b13""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
850,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7f92b990""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
861,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@68c7ef83""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
868,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2875b016""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
875,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@68c7ef83""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
876,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6145b81e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
887,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64b7225f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
899,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64355120""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
900,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33db72bd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
910,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@681e144""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
912,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@72ee5d84""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
926,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@778db7c5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
932,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d178d55""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
946,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14dc3f89""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
947,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1a480135""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
957,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14dc3f89""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
962,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64412d34""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
964,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@38c2c309""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
974,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d178d55""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
989,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1de6932a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
991,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1706a5c9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1000,"isEmpty == ""false""","peek == ""10""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1012,"isEmpty == ""false""","peek == ""10""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1023,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bd1111a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1024,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a8136b3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1029,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bd1111a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
1041,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@35178483""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1048,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a93b263""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1054,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@c1fa7d4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1061,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a93b263""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
1073,"isEmpty == ""false""","peek == ""-1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
1083,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@66ad7bf0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1084,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@167279d1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1085,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@66ad7bf0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1094,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@167279d1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
1110,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@9a6fbc0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1122,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d96250""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1129,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@138caeca""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1142,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c6189d5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1157,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e6534e7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
1171,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c6189d5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
1176,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e94d093""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1178,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4248e66b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1202,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b869331""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1207,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ce9b9a9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1213,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ce9b9a9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
1230,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@37ce3644""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1234,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4ad3d266""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1241,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@38018b62""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
1242,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3533df16""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
1250,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b869331""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
