,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
357,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@696db620""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
362,"isEmpty == ""false""","peek == ""0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
365,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@42f85fa4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
368,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e280403""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
376,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@42f85fa4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
379,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@72976b4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
384,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@726934e2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
398,"isEmpty == ""false""","peek == ""-1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
399,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1319bc2a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
406,"isEmpty == ""false""","peek == ""false""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
410,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a1ef65c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
413,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@b0fd744""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
416,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@92d1782""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
422,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5416f8db""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
423,"isEmpty == ""false""","peek == ""java.lang.Object@64e1377c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
428,"isEmpty == ""true""","peek == ""EmptyObject""","calledMethod == ""pop""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
431,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5416f8db""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
439,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@322ba549""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
441,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@322ba549""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
443,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@502a4156""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
452,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1163a27""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
458,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1642eeae""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
462,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@28a9494b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
464,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@28a9494b""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
472,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3440e9cd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
482,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a09303""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
484,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3440e9cd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
487,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a09303""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
491,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45ab3bdd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
495,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b55dd15""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
500,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@51b77cdf""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
503,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2f10f633""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
508,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3ba3d4b6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
516,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f3560d4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
519,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@441fbe89""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
524,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6088451e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
525,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45ab3bdd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
535,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a09303""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
544,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ff0b1cc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
549,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@40de8f93""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
563,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2262d6d5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
567,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7134b8a7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
573,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7efa3f63""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
576,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@30ec7d21""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
579,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70025b99""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
585,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@558b4942""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
588,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e1fd62b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
591,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7112ce6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
604,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@250a9031""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
606,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4f654cee""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
612,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4f654cee""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
615,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1665fa54""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
621,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@29c17c3d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
628,"isEmpty == ""false""","peek == ""false""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
629,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4f654cee""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
632,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6d67f5eb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
645,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6bcb12e6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
648,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@111d5c97""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
650,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@111d5c97""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
651,"isEmpty == ""false""","peek == ""nan""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
652,"isEmpty == ""false""","peek == ""-1.0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
656,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@111d5c97""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
659,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@111d5c97""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
667,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@d16be4f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
670,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f939a0f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
672,"isEmpty == ""false""","peek == ""nan""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
675,"isEmpty == ""false""","peek == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
677,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17b37e9a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
686,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@430b2699""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
691,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45658133""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
697,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@18b74ea""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
700,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62a68bcb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
707,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14924f41""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
709,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6413d7e7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
